part,clause,page,lineno,field,value
1,,134,35,E.Info.GEC,-
1,,134,36,E.Info.GEC-1.NetworkAsset].,The document includes also the source of the
1,,134,40,E.Info.GEC-1.ListOfVulnerabilities.Remediated],The
1,,134,43,E.Info.GEC-1.ListOfVulnerabilities.SpecificCondition],The description of specific conditions
1,,135,3,E.Info.GEC-1.ListOfVulnerabilities.Mitgated],The
1,,135,5,E.Info.GEC-1.ListOfVulnerabilities.Accepted],The
1,,135,7,E.Info.DT.GEC-1],Description of the selected path through the decision tree in Figure 27 for each
1,,135,8,E.Info.GEC-1.SoftwareDocumentation],and [E.Info.GEC-
1,,135,11,E.Info.DT.GEC-1],with the following properties:
1,,135,21,E.Info.GEC,-
1,,135,24,E.Info.GEC-1.ListOfVulnerabilities],and [E.Info.GEC-
1,,135,27,E.Info.GEC-1.ListOfVulnerabilities.SpecificCondition];,
1,,135,29,E.Info.GEC-1.ListOfVulnerabilities.Mitgated];,and
1,,135,39,E.Info.GEC,-
1,,136,6,E.Info.GEC-1.SoftwareDocumentation],and hardware documented in [E.Info.GEC-
1,,136,8,E.Info.DT.GEC-1],ends with “NOT APPLICABLE” or “PASS”.
1,,136,9,"E.Info.DT.GEC-1],",examine its justification
1,,136,13,E.Info.DT.GEC-1],ends with “PASS”;
1,,136,15,E.Info.DT.GEC-1],ends with “FAIL”; and
1,,136,17,E.Info.DT.GEC-1].,
1,,136,19,E.Info.DT.GEC-1],ends with “FAIL”; or
1,,136,21,E.Info.DT.GEC-1].,
1,,137,7,E.Info.GEC-1.ListOfVulnerabilities].,
1,,137,14,E.Info.GEC,-
1,,137,17,E.Info.GEC,-
1,,137,24,E.Info.GEC,-
1,,137,27,E.Info.GEC,-
1,,137,33,E.Info.GEC-1.ListOfVulnerabilities],are not able to affect security assets or
1,,138,4,E.Info.GEC-1.ListOfVulnerabilities],are
1,,138,5,E.Info.GEC,-
1,,138,13,E.Info.GEC-1.ListOfVulnerabilities],considering also the specific conditions
1,,138,14,E.Info.GEC-1.ListOfVulnerabilities].,
1,,138,17,E.Info.GEC-1.ListOfVulnerabilities],considering also the specific conditions for the exploitability defined
1,,138,18,E.Info.GEC-1.ListOfVulnerabilities].,
1,,139,32,E.Info.GEC-2.NetworkInterface.Exposure],Description of each network interface and exposed service
1,,139,35,E.Info.GEC-2.Setup],Documentation how to setup the
1,,139,37,E.Info.GEC-2.SecurityAsset],Documentation of each security asset that is accessible via network
1,,140,3,E.Info.GEC-2.NetworkAsset],Documentation of each network asset that is accessible via network
1,,140,5,E.Info.DT.GEC-2],Description of the selected path through the decision tree in Figure 28 for each
1,,140,6,E.Info.GEC,-
1,,140,9,E.Info.DT.GEC-2],with the following properties:
1,,140,11,E.Info.GEC-2.NetworkInterface.Exposure];,and
1,,140,13,E.Info.GEC-2.SecurityAsset],and [E.Info.GEC-
1,,140,24,E.Info.GEC,-
1,,140,30,E.Info.GEC-2.NetworkInterface.Exposure],is restricted to the ones
1,,141,3,E.Info.GEC,-
1,,141,5,E.Info.DT.GEC-2],ends with “NOT APPLICABLE” or “PASS”.
1,,141,6,"E.Info.DT.GEC-2],",examine its justification
1,,141,10,E.Info.DT.GEC-2],ends with
1,,141,12,E.Info.DT.GEC-2],ends with “FAIL”; and
1,,141,14,E.Info.DT.GEC-2].,
1,,141,16,E.Info.DT.GEC-2],ends with “FAIL”; or
1,,141,18,E.Info.DT.GEC-2].,
1,,141,31,E.Info.GEC-2.NetworkInterface.Exposure],or
1,,141,32,E.Info.GEC-2.Setup],or to operate the equipment in basic
1,,142,5,E.Info.GEC-2.NetworkInterface.Exposure],and is required for
1,,142,6,E.Info.GEC-2.Setup],or for basic operation of the equipment.
1,,142,8,E.Info.GEC-2.NetworkInterface.Exposure],or not required
1,,142,9,E.Info.GEC-2.Setup],or for basic operation of the equipment.
1,,142,31,E.Info.GEC-3.NetworkInterface.Exposure],Description of each network interface and exposed service
1,,142,34,E.Info.GEC-3.SecurityAsset],Documentation of each security asset that is accessible via network
1,,142,36,E.Info.GEC-3.NetworkAsset],Documentation of each network asset that is accessible via network
1,,143,3,E.Info.DT.GEC-3],Description of the selected path through the decision tree in Figure 29 for each
1,,143,4,E.Info.GEC,-
1,,143,7,E.Info.DT.GEC-3],with the following properties:
1,,143,9,E.Info.GEC-3.SecurityAsset],and [E.Info.GEC-
1,,143,20,E.Info.GEC,-
1,,143,34,E.Info.GEC-3.NetworkInterface.Exposure],that is part of the factory default state check whether the
1,,143,35,E.Info.DT.GEC-3],ends with “NOT APPLICABLE” or “PASS”.
1,,143,36,"E.Info.DT.GEC-3],",examine its justification
1,,144,5,E.Info.DT.GEC-3],ends with
1,,144,7,E.Info.DT.GEC-3],ends with “FAIL”; and
1,,144,9,E.Info.DT.GEC-3].,
1,,144,11,E.Info.DT.GEC-3],ends with “FAIL”; or
1,,144,13,E.Info.DT.GEC-3].,
1,,144,27,E.Info.GEC-3.NetworkInterface.Exposure].,
1,,144,30,E.Info.GEC,-
1,,144,43,E.Info.GEC,-
1,,145,17,E.Info.GEC-3.NetworkInterface.Exposure],are configurable; and
1,,145,23,E.Info.GEC-3.NetworkInterface.Exposure],is only possible
1,,145,30,E.Info.GEC-3.NetworkInterface.Exposure].,
1,,145,35,E.Info.GEC-3.NetworkInterface.Exposure].,
1,,146,22,E.Info.GEC-4.UserDoc.NetworkInterface.Exposure],User documentation of each exposed network
1,,146,24,E.Info.GEC-4.NetworkInterface.Exposure],Description of each exposed network interface and exposed
1,,146,26,E.Info.DT.GEC-4],Description of the selected path through the decision tree in Figure 30 for each
1,,146,27,E.Info.GEC,-
1,,146,30,E.Info.DT.GEC-4],with the following properties:
1,,146,32,E.Info.GEC-4.NetworkInterface.Exposure];,and
1,,146,42,E.Info.GEC,-
1,,147,8,E.Info.GEC,-
1,,147,10,E.Info.DT.GEC-4],ends with “NOT APPLICABLE” or “PASS”.
1,,147,11,"E.Info.DT.GEC-4],",examine its justification
1,,147,15,E.Info.DT.GEC-4],ends with
1,,147,17,E.Info.DT.GEC-4],ends with “FAIL”; and
1,,147,19,E.Info.DT.GEC-4].,
1,,147,21,E.Info.DT.GEC-4],ends with “FAIL”; or
1,,147,23,E.Info.DT.GEC-4].,
1,,148,24,E.Info.GEC,-
1,,148,27,E.Info.GEC-4.UserDoc.NetworkInterface.Exposure].,
1,,148,43,E.Info.GEC,-
1,,148,46,E.Info.GEC,-
1,,149,17,E.Info.GEC-5.PhysicalExternalInterface],Description of each physical external interface including:
1,,149,18,E.Info.GEC-5.PhysicalExternalInterface.Purpose],The purpose of the interface; and
1,,149,19,E.Info.GEC-5.PhysicalExternalInterface.Type],Description of the interface type (e.g. USB-C).
1,,149,20,E.Info.GEC-5.IntFunc],Description of the intended functionality of the equipment.
1,,149,21,E.Info.DT.GEC-5],Description of the selected path through the decision tree in Figure 31 for each
1,,149,22,E.Info.GEC-5.PhysicalExternalInterface].,
1,,149,24,"E.Info.DT.GEC-5],",with the following property:
1,,149,34,E.Info.GEC,-
1,,150,6,E.Info.GEC-5.PhysicalExternalInterface],check
1,,150,7,E.Info.DT.GEC-5],ends with “PASS”.
1,,150,8,"E.Info.DT.GEC-5],",examine its justification
1,,150,12,E.Info.DT.GEC-5],end with “PASS”; and
1,,150,14,E.Info.DT.GEC-5].,
1,,150,16,E.Info.DT.GEC-5],ends with “FAIL”; or
1,,150,18,E.Info.DT.GEC-5].,
1,,150,23,E.Info.GEC,-
1,,151,5,E.Info.GEC-5.PhysicalExternalInterface],
1,,151,11,E.Info.GEC-5.PhysicalExternalInterface].,
1,,151,14,E.Info.GEC-5.PhysicalExternalInterface].,
1,,151,16,E.Info.GEC-5.PhysicalExternalInterface].,
1,,153,6,E.Info.GEC-6.ExternalInterface],Description of each external interface including:
1,,153,7,E.Info.GEC-6.ExternalInterface.Capabilities],"Description of any used APIs, protocols, input"
1,,153,9,E.Info.GEC-6.ExternalInterface.Validation],Description how the input for instance via
1,,153,11,E.Info.GEC-6.SecurityAsset],Description of each security asset that is potentially impacted via external
1,,153,13,E.Info.GEC-6.NetworkAsset],Description of each network asset that is potentially impacted via external
1,,153,15,E.Info.DT.GEC-6],Description of the selected path through the decision tree in Figure 32 for each of the
1,,153,16,E.Info.GEC-6.ExternalInterface].,
1,,153,18,E.Info.DT.GEC-6],with the following properties:
1,,153,20,E.Info.GEC-6.ExternalInterface],and [E.Info.GEC-
1,,153,22,E.Info.GEC,-
1,,153,24,E.Info.GEC-6.ExternalInterface.Validation],
1,,153,26,E.Info.GEC,-
1,,154,6,"E.Info.GEC-6.ExternalInterface],",check whether the path
1,,154,7,E.Info.DT.GEC-6],ends with “PASS” or “NOT APPLICABLE”.
1,,154,8,"E.Info.DT.GEC-6],",examine its justification
1,,154,12,E.Info.DT.GEC-6],ends with “PASS”;
1,,154,14,E.Info.DT.GEC-6],ends with “FAIL”; and
1,,154,16,E.Info.DT.GEC-6].,
1,,154,18,E.Info.DT.GEC-6],ends with “FAIL”; or
1,,154,20,E.Info.DT.GEC-6].,
1,,155,14,E.Info.GEC,-
1,,155,17,E.Info.GEC-6.ExternalInterface],as a guidance; and
1,,155,20,E.Info.GEC-6.ExternalInterface.Capabilities],to trigger the
1,,155,25,E.Info.GEC-6.ExternalInterface].,
1,,155,27,E.Info.GEC-6.ExternalInterface].,
1,,156,6,E.Info.GEC-6.ExternalInterface],as guidance to test the related
1,,156,9,E.Info.GEC-6.SecurityAsset],and network assets described in
1,,156,10,E.Info.GEC-6.NetworkAsset],by executing specific attacks related to the input mechanisms
1,,156,21,E.Info.GEC,-
1,,156,26,E.Info.GEC,-
1,,156,27,E.Info.GEC-6.NetworkAsset].,
1,,156,29,E.Info.GEC,-
1,,156,30,E.Info.GEC-6.NetworkAsset].,
1,,158,9,E.Info.CRY-1.Assets],List of all security assets and network assets on the equipment protected by
1,,158,11,E.Info.CRY-1.Assets.Cryptography],Description of the cryptography used for cryptographic
1,,158,18,E.Info.CRY-1.Assets.Deviation],Reference to the corresponding justification
1,,158,30,E.Info.DT.CRY-1],Description of the selected path through the decision tree in Figure 33 for each security
1,,158,31,E.Info.CRY-1.Assets].,
1,,158,33,E.Info.DT.CRY-1],with the following properties:
1,,158,35,E.Info.CRY-1.Assets.Deviation];,and
1,,158,45,E.Info.CRY,-
1,,159,8,"E.Info.CRY-1.Assets],",check whether the path
1,,159,9,E.Info.DT.CRY-1],ends with “NOT APPLICABLE” or “PASS”.
1,,159,10,"E.Info.DT.CRY-1],",examine its justifications
1,,159,15,E.Info.DT.CRY-1],ends with “PASS”;
1,,159,18,E.Info.DT.CRY-1],ends with “FAIL”; and
1,,159,21,E.Info.DT.CRY-1].,
1,,159,24,E.Info.DT.CRY-1],ends with “FAIL”; or
1,,159,27,E.Info.DT.CRY-1].,
1,,160,6,E.Info.CRY-1.Assets.Cryptography],is complete.
1,,160,11,E.Info.CRY-1.Assets.Cryptography].,
1,,160,17,E.Info.CRY-1.Assets.Cryptography].,
1,,160,19,E.Info.CRY-1.Assets.Cryptography].,
1,,160,24,E.Info.CRY-1.Assets.Cryptography],is implemented as it is documented.
1,,160,28,E.Info.CRY-1.Assets.Cryptography],check whether
1,,160,35,E.Info.CRY-1.Assets.Cryptography],is found.
1,,160,37,E.Info.CRY-1.Assets.Cryptography],is found.
1,,167,18,E.Info.xxxxx],where
1,,167,19,E.Info.ACM-1.ACM],is the
1,,167,21,E.Info.AUM-1-1.ACM.NetworkInterface],includes a description of network
1,,168,3,E.Info.DT.xxxxxx],and
2,,17,3,E.Info,evidence.information
2,,21,32,E.Info.ACM-1.SecurityAsset],"Description of each security asset that is accessible by entities, including:"
2,,21,33,E.Info.ACM-1.SecurityAsset.Access],possible entities’ accesses to the security asset on the
2,,21,36,E.Info.ACM-1.SecurityAsset.PublicAccess],Description
2,,21,41,E.Info.ACM-1.SecurityAsset.Environment],Description of:
2,,22,7,E.Info.ACM,-
2,,22,12,E.Info.ACM-1.SecurityAsset.ACM],Description of each access control mechanism that
2,,22,14,E.Info.ACM-1.PrivacyAsset],"Description of each privacy asset that is accessible by entities, including:"
2,,22,15,E.Info.ACM-1.PrivacyAsset.Access],possible entities’ accesses to the privacy asset on the
2,,22,18,E.Info.ACM-1.PrivacyAsset.PublicAccess],Description
2,,22,23,E.Info.ACM-1.PrivacyAsset.Environment],Description of:
2,,22,28,E.Info.ACM,-
2,,22,33,E.Info.ACM-1.PrivacyAsset.ACM],Description of each access control mechanism that
2,,22,35,E.Info.DT.ACM-1],Description of the selected path through the decision tree in Figure 1 for each security
2,,22,36,E.Info.ACM-1.SecurityAsset],"and [E.Info.ACM-1.PrivacyAsset],"
2,,22,39,"E.Info.DT.ACM-1],",with the following properties:
2,,22,41,E.Info.ACM-1.SecurityAsset.PublicAccess],or
2,,22,42,E.Info.ACM-1.PrivacyAsset.PublicAccess];,and
2,,23,4,E.Info.ACM-1.SecurityAsset.Environment],or
2,,23,5,E.Info.ACM-1.PrivacyAsset.Environment];,and
2,,23,7,E.Info.ACM-1.SecurityAsset.Legal],or [E.Info.ACM-
2,,23,18,E.Info.ACM,-
2,,23,19,E.Info.ACM-1.PrivacyAsset.ACM].,
2,,23,29,E.Info.ACM-1.SecurityAsset],and each privacy asset documented
2,,23,30,"E.Info.ACM-1.PrivacyAsset],",check whether the path through the decision tree documented in
2,,23,31,E.Info.DT.ACM-1],ends with “NOT APPLICABLE” or “PASS”.
2,,23,32,"E.Info.DT.ACM-1],",examine its justification
2,,24,6,E.Info.DT.ACM-1],ends with “PASS”;
2,,24,9,E.Info.DT.ACM-1],ends with “FAIL”; and
2,,24,12,E.Info.DT.ACM-1].,
2,,24,15,E.Info.DT.ACM-1],ends with “FAIL”; or
2,,24,18,E.Info.DT.ACM-1].,
2,,24,23,E.Info.ACM-1.PrivacyAsset],or [E.Info.ACM-
2,,24,29,E.Info.ACM-1.SecurityAsset],"and whether there are network assets, that"
2,,24,30,"E.Info.ACM-1.PrivacyAsset],",
2,,24,35,E.Info.ACM-1.SecurityAsset],and all privacy assets found are documented in [E.Info.ACM-
2,,24,38,E.Info.ACM-1.SecurityAsset],or a privacy asset is found which is not documented in
2,,24,39,E.Info.ACM-1.PrivacyAsset].,
2,,25,10,E.Info.ACM-1.SecurityAsset],and each network asset documented
2,,25,11,E.Info.ACM-1.PrivacyAsset],functionally confirm the existence of access control mechanisms
2,,25,12,E.Info.ACM-1.SecurityAsset.ACM],and [E.Info.ACM-1.PrivacyAsset.ACM] by accessing the
2,,25,15,E.Info.ACM-1.PrivacyAsset.PublicAccess],
2,,25,17,E.Info.ACM,-
2,,25,21,E.Info.ACM-1.SecurityAsset.ACM],or [E.Info.ACM-1.PrivacyAsset.ACM] is not
2,,25,26,E.Info.ACM-1.SecurityAsset.ACM],
2,,25,28,E.Info.ACM-1.PrivacyAsset.ACM],
2,,27,13,E.Info.ACM-2.SecurityAsset],Description of each security asset for which ACM-1 requires access control
2,,27,15,E.Info.ACM-2.SecurityAsset.ACM],Description of the access control mechanisms required
2,,27,19,E.Info.ACM-2.PrivacyAsset],Description of each privacy asset for which ACM-1 requires access control
2,,27,21,E.Info.ACM-2.PrivacyAsset.ACM],Description of the access control mechanisms required per
2,,27,25,E.Info.DT.ACM-2],Description of the selected path through the decision tree in Figure 2 for each security
2,,27,26,E.Info.ACM-2.SecurityAsset],and privacy asset documented in [E.Info.ACM-
2,,27,29,"E.Info.DT.ACM-2],",with the following property:
2,,27,39,E.Info.ACM,-
2,,27,40,E.Info.ACM-2.SecurityAsset.ACM].,
2,,28,6,E.Info.ACM-2.SecurityAsset],and each privacy asset documented
2,,28,7,"E.Info.ACM-2.PrivacyAsset],",check whether the path through the decision tree documented in
2,,28,8,E.Info.DT.ACM-2],ends with “PASS”.
2,,28,9,"E.Info.DT.ACM-2],",examine its justification
2,,28,13,E.Info.DT.ACM-2],end with “PASS”; and
2,,28,15,E.Info.DT.ACM-2].,
2,,28,17,E.Info.DT.ACM-2],ends with “FAIL”; or
2,,28,19,E.Info.DT.ACM-2].,
2,,29,4,E.Info.ACM-2.SecurityAsset],and privacy asset documented in
2,,29,5,E.Info.ACM-2.PrivacyAsset],
2,,29,6,E.Info.ACM-2.SecurityAsset.ACM],or
2,,29,7,E.Info.ACM-2.PrivacyAsset.ACM],"belong to [IC.ACM-2.RBAC]), functionally confirm that:"
2,,29,13,E.Info.ACM-2.SecurityAsset.ACM],or
2,,29,14,E.Info.ACM-2.PrivacyAsset.ACM],"belong to [IC.ACM-2.DAC], functionally confirm that:"
2,,29,20,E.Info.ACM-2.SecurityAsset.ACM],or
2,,29,21,E.Info.ACM-2.PrivacyAsset.ACM],"belong to [IC.ACM-2.MAC], functionally confirm that:"
2,,29,28,E.Info.ACM-2.SecurityAsset.ACM],
2,,29,29,E.Info.ACM-2.PrivacyAsset.ACM],"belong to [IC.ACM-2.Generic], functionally confirm that:"
2,,29,35,E.Info.ACM,-
2,,29,36,E.Info.ACM-2.PrivacyAsset],the confirmations in the
2,,30,3,E.Info.ACM,-
2,,30,4,E.Info.ACM-2.PrivacyAsset],a confirmation in the
2,,30,36,E.Info.ACM-3.ACM],solely rely on role-based access control and ensure that children’s
2,,30,39,E.Info.ACM-3.ACM],solely rely on discretionary access control and ensure that children’s access to
2,,31,4,E.Info.ACM-3.ACM],solely rely on mandatory access control and ensure that children’s access to
2,,31,7,E.Info.ACM-3.ACM],"do not solely rely on any of the methods described in ACM-3-RBAC,"
2,,31,11,E.Info.ACM-3.PrivacyAsset],Description of each privacy function where children can access external
2,,31,13,E.Info.ACM-3.PrivacyAsset.TrustedSources],List of authorized entities providing external
2,,31,15,E.Info.ACM-3.ACM],Description of each access control mechanism that is required per ACM-1 and that
2,,31,16,"E.Info.ACM-3.PrivacyAsset],",
2,,31,20,E.Info.DT.ACM-3],Description of the selected path through the decision tree in Figure 3 for each privacy
2,,31,21,E.Info.ACM,-
2,,31,24,E.Info.DT.ACM-3],with
2,,31,26,E.Info.ACM-3.ACM],and [E.Info.ACM-
2,,32,6,E.Info.ACM,-
2,,32,7,E.Info.ACM,-
2,,32,8,E.Info.DT.ACM-3],ends with
2,,32,10,"E.Info.DT.ACM-3],",examine its justification
2,,32,14,E.Info.DT.ACM-3],ends with
2,,32,16,E.Info.DT.ACM-3],ends with “FAIL”; and
2,,32,18,E.Info.DT.ACM-3].,
2,,32,20,E.Info.DT.ACM-3],ends with “FAIL”; or
2,,32,22,E.Info.DT.ACM-3].,
2,,33,11,E.Info.ACM-3.PrivacyAsset],by performing the following steps:
2,,33,16,E.Info.ACM-3.PrivacyAsset],and highlight any mismatch.
2,,33,19,E.Info.ACM-3.PrivacyAsset].,
2,,33,21,E.Info.ACM-3.PrivacyAsset].,
2,,33,31,E.Info.ACM-3.ACM],belong to
2,,34,3,E.Info.ACM-3.ACM],belong to
2,,34,9,E.Info.ACM-3.ACM],belong to
2,,34,18,E.Info.ACM-3.ACM],belong to
2,,34,27,E.Info.ACM-3.ACM],the confirmations in the implementation category dependent assessment unit are
2,,34,30,E.Info.ACM-3.ACM],a confirmation in the implementation category dependent assessment unit is not
2,,35,25,E.Info.ACM-4.ACM],solely rely on role-based access control and ensure that other
2,,35,29,E.Info.ACM-4.ACM],solely rely on discretionary access control and ensure that other entities’ third-
2,,35,33,E.Info.ACM-4.ACM],solely rely on mandatory access control and ensure that other entities’ third-
2,,35,37,E.Info.ACM-4.ACM],"do not solely rely on any of the methods described in ACM-4-RBAC,"
2,,35,42,E.Info.ACM-4.PrivacyAsset],Description of each children’s privacy function and personal information
2,,36,3,E.Info.ACM-4.ACM],Description of each access control mechanism that is required per ACM-1 and that
2,,36,8,E.Info.ACM,-
2,,36,10,E.Info.ACM-4.PrivacyAsset],that can be accessed by the third
2,,36,13,E.Info.ACM-4.PrivacyAsset],for each authorised third-party.
2,,36,14,E.Info.DT.ACM-4],Description of the selected path through the decision tree in Figure 4 for each of the
2,,36,16,"E.Info.ACM-4.PrivacyAsset],",where access for third-parties other than the children or their parents or
2,,36,17,E.Info.ACM-4.ACM].,
2,,36,19,E.Info.DT.ACM-4],with the following properties:
2,,36,21,E.Info.ACM-4.AuthorisedAccess];,and
2,,36,22,E.Info.ACM-4.ACM].,
2,,37,7,E.Info.ACM,-
2,,37,8,E.Info.ACM,-
2,,37,9,E.Info.DT.ACM-4],ends with
2,,37,11,"E.Info.DT.ACM-4],",examine its justification
2,,37,15,E.Info.DT.ACM-4],ends with
2,,37,17,E.Info.DT.ACM-4],ends with “FAIL”; and
2,,37,19,E.Info.DT.ACM-4].,
2,,38,4,E.Info.DT.ACM-4],ends with “FAIL”; or
2,,38,6,E.Info.DT.ACM-4].,
2,,38,18,E.Info.ACM-4.PrivacyAsset],by performing the following steps:
2,,38,23,E.Info.ACM-4.PrivacyAsset],and highlight any
2,,38,25,E.Info.ACM-4.PrivacyAsset].,
2,,38,29,E.Info.ACM-4.PrivacyAsset].,
2,,38,32,E.Info.ACM-4.PrivacyAsset].,
2,,39,4,E.Info.ACM-4.ACM],belong to
2,,39,11,E.Info.ACM-4.ACM],belong to
2,,39,18,E.Info.ACM-4.ACM],belong to
2,,39,28,E.Info.ACM-4.ACM],belong to
2,,39,38,E.Info.ACM-4.ACM],the confirmations in the implementation category dependent assessment unit are
2,,40,4,E.Info.ACM-4.ACM],a confirmation in the implementation category dependent assessment unit is not
2,,40,34,E.Info.ACM-5.ACM],solely rely on role-based access control and are configurable by an
2,,40,38,E.Info.ACM-5.ACM],solely rely on discretionary access control and are configurable by an authorized
2,,40,41,E.Info.ACM-5.ACM],solely rely on mandatory access control and are configurable by an authorized
2,,40,44,E.Info.ACM-5.ACM],"do not solely rely on any of the methods described in ACM-5-RBAC,"
2,,41,4,E.Info.ACM-5.SecurityAsset],Description of each security asset that is accessible by children.
2,,41,5,E.Info.ACM-5.PrivacyAsset],Description of each privacy asset that is accessible by children.
2,,41,6,E.Info.ACM-5.ACM],Description of each access control mechanism that is required per ACM-1 and that
2,,41,7,E.Info.ACM-5.SecurityAsset],and
2,,41,8,E.Info.ACM-5.PrivacyAsset],"processed by the equipment, including:"
2,,41,12,E.Info.DT.ACM-5],Description of the selected path through the decision tree in Figure 5 for each security
2,,41,14,E.Info.ACM-5.ACM].,
2,,41,16,E.Info.DT.ACM-5],with the following property:
2,,41,17,E.Info.ACM-5.ACM].,
2,,42,7,E.Info.ACM-5.SecurityAsset],and [E.Info.ACM-5.PrivacyAsset] and where children’s access is managed
2,,42,8,E.Info.ACM-5.ACM],check whether the path through the
2,,42,9,E.Info.DT.ACM-5],ends with “NOT APPLICABLE” or “PASS”.
2,,42,10,"E.Info.DT.ACM-5],",examine its justification
2,,42,14,E.Info.DT.ACM-5],ends with
2,,42,16,E.Info.DT.ACM-5],ends with “FAIL”; and
2,,42,18,E.Info.DT.ACM-5].,
2,,42,20,E.Info.DT.ACM-5],ends with “FAIL”; or
2,,42,22,E.Info.DT.ACM-5].,
2,,43,11,E.Info.ACM-5.SecurityAsset],and whether there are privacy assets that are accessible by
2,,43,12,E.Info.ACM-5.PrivacyAsset],by performing the following steps:
2,,43,16,E.Info.ACM-5.SecurityAsset],and [E.Info.ACM-
2,,43,18,E.Info.ACM-5.PrivacyAsset],nor in [E.Info.ACM-
2,,43,22,E.Info.ACM-5.SecurityAsset],and all discovered privacy assets that are
2,,43,23,E.Info.ACM-5.PrivacyAsset].,
2,,43,25,E.Info.ACM-5.SecurityAsset],or if discovered privacy assets that are
2,,43,26,E.Info.ACM-5.PrivacyAsset].,
2,,43,34,E.Info.ACM-5.ACM],belong to
2,,44,4,E.Info.ACM-5.ACM],belong to
2,,44,11,E.Info.ACM-5.ACM],belong to
2,,44,21,E.Info.ACM-4.ACM],belong to
2,,44,30,E.Info.ACM-5.ACM],the confirmations in the implementation category dependent assessment unit are
2,,44,33,E.Info.ACM-5.ACM],a confirmation in the implementation category dependent assessment unit is not
2,,45,24,E.Info.ACM-6.ACM],solely rely on role-based access control and whether this underlying
2,,45,28,E.Info.ACM-6.ACM],solely rely on discretionary access control and whether this underlying access
2,,45,32,E.Info.ACM-6.ACM],solely rely on mandatory access control and whether this underlying access
2,,45,36,E.Info.ACM-6.ACM],"do not solely rely on any of the methods described in ACM-6-RBAC,"
2,,45,41,E.Info.ACM-6.PrivacyAsset],"Description of each children’s privacy asset that is accessible by entities,"
2,,45,43,E.Info.ACM-6.ACM],Description of each access control mechanism that is required per ACM-1 and that
2,,45,45,"E.Info.ACM-6.PrivacyAsset],",including:
2,,46,7,E.Info.DT.ACM-6],Description of the selected path through the decision tree in Figure 6 for each
2,,46,9,E.Info.ACM-6.PrivacyAsset],and where the other entities’ access is managed by access
2,,46,10,E.Info.ACM-6.ACM].,
2,,46,12,E.Info.DT.ACM-6],with the following property:
2,,46,13,E.Info.ACM-6.ACM].,
2,,47,4,E.Info.ACM-6.PrivacyAsset],and where the other entities’ access is managed
2,,47,5,"E.Info.ACM-6.ACM],",check whether the path through the
2,,47,6,E.Info.DT.ACM-6],ends with “NOT APPLICABLE” or “PASS”.
2,,47,7,"E.Info.DT.ACM-6],",examine its justification
2,,47,11,E.Info.DT.ACM-6],ends with
2,,47,13,E.Info.DT.ACM-6],ends with “FAIL”; and
2,,47,15,E.Info.DT.ACM-6].,
2,,47,17,E.Info.DT.ACM-6],ends with “FAIL”; or
2,,47,19,E.Info.DT.ACM-6].,
2,,47,24,E.Info.ACM-6.PrivacyAsset],"that are accessible by entities, other"
2,,47,30,E.Info.ACM-6.PrivacyAsset],by
2,,47,37,E.Info.ACM-6.PrivacyAsset],and highlight any
2,,47,39,E.Info.ACM-6.PrivacyAsset].,
2,,48,6,E.Info.ACM-6.PrivacyAsset].,
2,,48,9,E.Info.ACM-6.PrivacyAsset].,
2,,48,17,E.Info.ACM-6.ACM],belong to
2,,48,24,E.Info.ACM-6.ACM],belong to
2,,48,31,E.Info.ACM-6.ACM],belong to
2,,49,3,E.Info.ACM-6.ACM],belong to
2,,49,12,E.Info.ACM-6.ACM],the confirmations in the implementation category dependent assessment unit are
2,,49,15,E.Info.ACM-6.ACM],a confirmation in the implementation category dependent assessment unit is not
2,,51,16,E.Info.AUM-1-1.ACM],Description of each access control mechanism required per ACM-1 for managing
2,,51,21,E.Info.AUM-1-1.ACM.NetworkInterface],Description of the network interfaces for the
2,,51,23,E.Info.AUM-1-1.ACM.ManagedAccessPrivacyAsset],Description of the managed access to
2,,51,25,E.Info.AUM-1-1.ACM.ManagedAccessSecurityAsset],Description of the managed access to
2,,51,28,E.Info.AUM-1,-
2,,51,36,E.Info.AUM-1-1.ACM.AuthorizedEntities],Description the networks and the
2,,52,9,E.Info.AUM-1,-
2,,52,17,E.Info.DT.AUM-1-1],Description of the selected path through the decision tree in Figure 7 for each access
2,,52,18,E.Info.AUM-1-1.ACM].,
2,,52,20,E.Info.DT.AUM-1-1],with the following properties:
2,,52,22,E.Info.AUM-1-1.ACM.IntendedFunctionality];,and
2,,52,24,E.Info.AUM-1-1.ACM.AuthorizedEntities];,and
2,,52,25,E.Info.AUM-1-1.ACM].,
2,,53,6,"E.Info.AUM-1-1.ACM],",check whether the path
2,,53,7,E.Info.DT.AUM-1-1],ends with “NOT APPLICABLE” or “PASS”.
2,,53,8,"E.Info.DT.AUM-1-1],",examine its justification
2,,53,12,E.Info.DT.AUM-1-1],ends with
2,,53,14,E.Info.DT.AUM-1-1],ends with “FAIL”; and
2,,53,16,E.Info.DT.AUM-1-1].,
2,,54,3,E.Info.DT.AUM-1-1],ends with “FAIL”; or
2,,54,5,E.Info.DT.AUM-1-1].,
2,,54,13,E.Info.AUM-1-1.ACM].,
2,,54,21,E.Info.AUM-1-1.ACM].,
2,,54,28,E.Info.AUM-1-1.ACM].,
2,,54,34,E.Info.AUM-1-1.ACM].,
